Institution Name,Main Office,Branch Name,Branch Number,Established Date,Acquired Date,Street Address,City,County,State,Zipcode
JPMorgan Chase Bank,0,Pine St and Front Branch,6252,12/6/2004,9/25/2008,100 Pine St,San Francisco,San Francisco,CA,94111
JPMorgan Chase Bank,0,San Francisco - Mission Bay Branch,6253,4/5/2004,9/25/2008,255 King Street,San Francisco,San Francisco,CA,94107
JPMorgan Chase Bank,0,Lathrop Branch,6254,3/20/2006,9/25/2008,15318 Harlan Rd,Lathrop,San Joaquin,CA,95330
JPMorgan Chase Bank,0,Manteca - Spreckels Branch,6255,12/1/2003,9/25/2008,123 Spreckels Avenue,Manteca,San Joaquin,CA,95336
JPMorgan Chase Bank,0,Stockton - Hammer Lane Branch,6256,8/15/2005,9/25/2008,7847 Tam O Shanter Dr,Stockton,San Joaquin,CA,95210
JPMorgan Chase Bank,0,Stockton - Brookside Branch,6257,1/23/2006,9/25/2008,2866 W March Lane,Stockton,San Joaquin,CA,95219
JPMorgan Chase Bank,0,Stockton Main Street Branch,6258,7/1/2003,9/25/2008,400 E Main St,Stockton,San Joaquin,CA,95202
JPMorgan Chase Bank,0,Tracy - Grant Line Branch,6259,8/11/2005,9/25/2008,2751 W Grant Line Rd,Tracy,San Joaquin,CA,95304
JPMorgan Chase Bank,0,Atascadero Branch,6260,11/21/2005,9/25/2008,8055 El Camino Real,Atascadero,San Luis Obispo,CA,93422
JPMorgan Chase Bank,0,San Luis Obispo - Madonna Branch,6261,7/1/2004,9/25/2008,445 Madonna Rd,San Luis Obispo,San Luis Obispo,CA,93405
JPMorgan Chase Bank,0,Campbell - Pruneyard Branch,6262,7/11/2005,9/25/2008,1875 S Bascom Ave,Campbell,Santa Clara,CA,95008
JPMorgan Chase Bank,0,Los Gatos - Los Gatos Blvd Branch,6263,11/3/2003,9/25/2008,15698 Los Gatos Blvd,Los Gatos,Santa Clara,CA,95032
JPMorgan Chase Bank,0,San Jose - Lawrence Branch,6264,1/5/2004,9/25/2008,5142 Stevens Creek Blvd,San Jose,Santa Clara,CA,95129
JPMorgan Chase Bank,0,Cottle and Raleigh Branch,6265,10/17/2005,9/25/2008,"5640 Cottle Rd, Ste 10",San Jose,Santa Clara,CA,95123
JPMorgan Chase Bank,0,San Jose - Alum Rock Branch,6266,3/6/2006,9/25/2008,1918 Alum Rock Ave,San Jose,Santa Clara,CA,95116
JPMorgan Chase Bank,0,San Jose - Bernal Branch,6267,12/13/2004,9/25/2008,109 Bernal Rd,San Jose,Santa Clara,CA,95119
JPMorgan Chase Bank,0,LA Jolla Village Center Branch,6269,12/20/2002,9/25/2008,8807 Villa LA Jolla Drive,LA Jolla,San Diego,CA,92037
JPMorgan Chase Bank,0,San Jose - Evergreen Branch,6270,10/21/2002,9/25/2008,4055 Evergreen Village Sq,San Jose,Santa Clara,CA,95135
JPMorgan Chase Bank,0,Sunnyvale - Hacienda Center Branch,6271,10/1/2002,9/25/2008,791 E El Camino Real,Sunnyvale,Santa Clara,CA,94087
JPMorgan Chase Bank,0,Visalia - Akers Branch,6272,4/17/2006,9/25/2008,5151 W Goshen Ave,Visalia,Tulare,CA,93291
JPMorgan Chase Bank,0,Oxnard - Rose Crossing Branch,6273,10/25/2004,9/25/2008,1950 N Rose Ave,Oxnard,Ventura,CA,93036
JPMorgan Chase Bank,0,Moorpark Town Center Branch,6274,10/21/2002,9/25/2008,165 W Los Angeles Ave,Moorpark,Ventura,CA,93021
JPMorgan Chase Bank,0,Simi Valley East Branch,6275,11/4/2002,9/25/2008,5105 E Los Angeles Ave,Simi Valley,Ventura,CA,93063
JPMorgan Chase Bank,0,Scottsdale - Hayden & Chaparral Branch,6290,12/15/2003,9/25/2008,7908 E Chaparral Road,Scottsdale,Maricopa,AZ,85250
JPMorgan Chase Bank,0,San Leandro - Greenhouse Branch,6294,12/19/2005,9/25/2008,699 Lewelling Blvd.,San Leandro,Alameda,CA,94579
JPMorgan Chase Bank,0,Dublin Corners Branch,6295,12/12/2005,9/25/2008,4520 Dublin Blvd.,Dublin,Alameda,CA,94568
JPMorgan Chase Bank,0,Fremont - Pacific Commons Branch,6296,7/1/2005,9/25/2008,43333 Christy Street,Fremont,Alameda,CA,94538
JPMorgan Chase Bank,0,Union City - Alvarado Niles Branch,6297,8/22/2005,9/25/2008,32101 Union Landing,Union City,Alameda,CA,94587
JPMorgan Chase Bank,0,Newark - Jarvis Branch,6298,3/14/2005,9/25/2008,6213 Jarvis Avenue,Newark,Alameda,CA,94560
JPMorgan Chase Bank,0,Stargell Ave and Webster St Branch,6300,9/2/2003,9/25/2008,533 Wilver Willie Stargell Ave,Alameda,Alameda,CA,94501
JPMorgan Chase Bank,0,Hercules Branch,6303,5/3/2004,9/25/2008,"3600 San Pablo Avenue, Suite 2",Hercules,Contra Costa,CA,94547
JPMorgan Chase Bank,0,Oakley Branch,6304,10/1/2003,9/25/2008,2535 Main Street,Oakley,Contra Costa,CA,94561
JPMorgan Chase Bank,0,Brentwood - Balfour Branch,6305,7/1/2004,9/25/2008,3100 Balfour Road,Brentwood,Contra Costa,CA,94513
JPMorgan Chase Bank,0,Walnut Creek - Ygnacio Plaza Branch,6306,3/27/2006,9/25/2008,1895 Ygnacio Valley Road,Walnut Creek,Contra Costa,CA,94598
JPMorgan Chase Bank,0,Mt Diablo Blvd Branch,6307,6/2/2003,9/25/2008,3492 Mt. Diablo Blvd.,Lafayette,Contra Costa,CA,94549
JPMorgan Chase Bank,0,Marketplace W Shaw Ave Branch,6309,12/6/2004,9/25/2008,3751 W Shaw Avenue,Fresno,Fresno,CA,93711
JPMorgan Chase Bank,0,Alhambra - Main Street Branch,6310,8/22/2005,9/25/2008,808 E Main Street,Alhambra,Los Angeles,CA,91801
JPMorgan Chase Bank,0,Beverly Hills - LA Cienega Branch,6311,7/1/2005,9/25/2008,8500 Wilshire Blvd.,Beverly Hills,Los Angeles,CA,90211
JPMorgan Chase Bank,0,LA Verne Branch,6313,11/28/2005,9/25/2008,"2086 Foothill Blvd., Suite B",LA Verne,Los Angeles,CA,91750
JPMorgan Chase Bank,0,Wilshire Blvd and Granville Branch,6315,11/24/2003,9/25/2008,"11766 Wilshire Blvd., Suite 100",Los Angeles,Los Angeles,CA,90025
JPMorgan Chase Bank,0,Los Angeles - Gage Center Branch,6316,11/22/2004,9/25/2008,1435 W Gage Avenue,Los Angeles,Los Angeles,CA,90001
JPMorgan Chase Bank,0,Leimert Park Branch,6318,3/31/2006,9/25/2008,3738 Crenshaw Blvd.,Los Angeles,Los Angeles,CA,90016
JPMorgan Chase Bank,0,Lynwood Branch,6319,8/29/2005,9/25/2008,3840 Martin Luther King Jr Blvd.,Lynwood,Los Angeles,CA,90262
JPMorgan Chase Bank,0,Porter Ranch Branch,6321,12/8/2003,9/25/2008,19837 Rinaldi Street,Porter Ranch,Los Angeles,CA,91326
JPMorgan Chase Bank,0,Tampa and Saticoy Branch,6322,12/6/2004,9/25/2008,19315 Saticoy Street,Reseda,Los Angeles,CA,91335
JPMorgan Chase Bank,0,San Pedro - Park Plaza Branch,6323,11/17/2003,9/25/2008,"980 N Western Avenue, Suite A",San Pedro,Los Angeles,CA,90732
JPMorgan Chase Bank,0,Newhall Branch,6324,2/27/2006,9/25/2008,28194 Newhall Ranch Road,Santa Clarita,Los Angeles,CA,91355
JPMorgan Chase Bank,0,Sherman Oaks Riverside Drive Branch,6325,1/12/2004,9/25/2008,14111 Riverside Drive,Sherman Oaks,Los Angeles,CA,91423
JPMorgan Chase Bank,0,Ventura Blvd and Calvin Branch,6326,4/5/2004,9/25/2008,19436 Ventura Blvd.,Tarzana,Los Angeles,CA,91356
JPMorgan Chase Bank,0,Summerhill Ln and Mcbean Pkwy Branch,6327,7/25/2005,9/25/2008,23910 Summerhill Lane,Valencia,Los Angeles,CA,91354
JPMorgan Chase Bank,0,Sepulveda and Sherman Way Branch,6328,11/14/2005,9/25/2008,7108 Sepulveda Blvd,Van Nuys,Los Angeles,CA,91405
JPMorgan Chase Bank,0,Long Beach Circle Center Branch,6329,7/1/2002,9/25/2008,4571 Los Coyotes Diagonal,Long Beach,Los Angeles,CA,90815
JPMorgan Chase Bank,0,Stevenson Ranch Branch,6330,7/1/2002,9/25/2008,25880 The Old Road,Stevenson Ranch,Los Angeles,CA,91381
JPMorgan Chase Bank,0,Salinas - Creek Bridge Branch,6331,8/22/2005,9/25/2008,1596 Constitution Blvd.,Salinas,Monterey,CA,93905
JPMorgan Chase Bank,0,Buena Park - Valley View Branch,6332,12/19/2005,9/25/2008,8901 Valley View Street,Buena Park,Orange,CA,90620
JPMorgan Chase Bank,0,Fountain Valley At Costco Branch,6334,12/5/2005,9/25/2008,"17870 Newhope Street, Suite 106",Fountain Valley,Orange,CA,92708
JPMorgan Chase Bank,0,Irvine - Quail Hill Branch,6335,4/5/2004,9/25/2008,6875 Quail Hill Parkway,Irvine,Orange,CA,92603
JPMorgan Chase Bank,0,Irvine - Irvine Boulevard Branch,6336,10/6/2003,9/25/2008,3973 Irvine Blvd.,Irvine,Orange,CA,92602
JPMorgan Chase Bank,0,Ladera Ranch Branch,6337,11/22/2004,9/25/2008,"25692 Crown Valley Parkway, Suite J2",Ladera Ranch,Orange,CA,92694
JPMorgan Chase Bank,0,Westover Branch,6339,9/23/2005,9/25/2008,8235 State Hwy 151,San Antonio,Bexar,TX,78245
JPMorgan Chase Bank,0,University and Medical Center Branch,6341,12/19/2005,9/25/2008,4703 Medical Drive,San Antonio,Bexar,TX,78229
JPMorgan Chase Bank,0,Shavano Park Branch,6350,1/8/2004,9/25/2008,14625 Huebner Road,San Antonio,Bexar,TX,78231
JPMorgan Chase Bank,0,Vance Jackson and I 10 Branch,6355,1/8/2004,9/25/2008,1503 Vance Jackson,San Antonio,Bexar,TX,78213
JPMorgan Chase Bank,0,Preston Hollow Branch,6366,7/18/2005,9/25/2008,4343 W Northwest Highway,Dallas,Dallas,TX,75220
JPMorgan Chase Bank,0,St. Francis Branch,6368,11/21/2005,9/25/2008,8928 E R L Thornton Freeway,Dallas,Dallas,TX,75228
JPMorgan Chase Bank,0,Arapahpo & Shiloh Branch,6371,1/20/2004,9/25/2008,2655 Arapaho Road,Garland,Dallas,TX,75044
JPMorgan Chase Bank,0,Hickory Creek Branch,6376,9/15/2003,9/25/2008,1017 Hickory Creek Blvd,Hickory Creek,Denton,TX,75065
JPMorgan Chase Bank,0,Lewisville - Lakepointe Branch,6381,12/9/2002,9/25/2008,729 Hebron Pkwy,Lewisville,Denton,TX,75057
JPMorgan Chase Bank,0,Riverstone Branch,6382,1/26/2004,9/25/2008,5623 Hwy 6,Missouri City,Fort Bend,TX,77459
JPMorgan Chase Bank,0,Park Central Branch,6383,12/21/2005,9/25/2008,12900 Coit Road,Dallas,Dallas,TX,75251
JPMorgan Chase Bank,0,League City Branch,6385,11/4/2002,9/25/2008,120 S Fm 270th,League City,Galveston,TX,77573
JPMorgan Chase Bank,0,Cy - Fair Town Center Branch,6388,11/3/2003,9/25/2008,17465 Spring Cypress Road,Cypress,Harris,TX,77429
JPMorgan Chase Bank,0,Hwy 6 and Forest Branch,6390,1/26/2004,9/25/2008,3402 Hwy 6,Houston,Harris,TX,77082
JPMorgan Chase Bank,0,Fry Road Branch,6393,12/15/2003,9/25/2008,1118 N Fry Road,Houston,Harris,TX,77084
JPMorgan Chase Bank,0,Meyerpark Branch,6395,10/6/2003,9/25/2008,10301 South Post Oak Road,Houston,Harris,TX,77035
JPMorgan Chase Bank,0,Providence Branch,6397,10/6/2003,9/25/2008,9203 Hwy 6 S,Houston,Fort Bend,TX,77083
JPMorgan Chase Bank,0,Woodforest and Uvalde Branch,6398,12/8/2003,9/25/2008,13378 Woodforst Blvd,Houston,Harris,TX,77015
JPMorgan Chase Bank,0,Steeplechase Branch,6404,2/17/2005,9/25/2008,9344 Jones Rd,Houston,Harris,TX,77065
JPMorgan Chase Bank,0,Beltway 8/Beechnut Branch,6405,7/11/2005,9/25/2008,8140 West Sam Houston Pkwy,Houston,Harris,TX,77072
JPMorgan Chase Bank,0,Washington and Shepherd Branch,6407,12/12/2005,9/25/2008,4720 Washington Ave,Houston,Harris,TX,77007
JPMorgan Chase Bank,0,Old Spanish Trail Branch,6408,7/11/2005,9/25/2008,3636 Old Spanish Trail,Houston,Harris,TX,77021
JPMorgan Chase Bank,0,LA Porte Branch,6410,2/17/2004,9/25/2008,1414 W Fairmont Parkway,LA Porte,Harris,TX,77571
JPMorgan Chase Bank,0,Louetta and Kuykendahl Branch,6411,10/6/2003,9/25/2008,4751 Louetta Rd,Spring,Harris,TX,77388
JPMorgan Chase Bank,0,Cypresswood Branch,6414,1/5/2004,9/25/2008,19507 Interstate 45 N,Spring,Harris,TX,77388
JPMorgan Chase Bank,0,Treaschwig Branch,6415,12/8/2003,9/25/2008,5639 Treaschwig Rd,Spring,Harris,TX,77373
JPMorgan Chase Bank,0,Northbrook Branch,6420,7/1/2002,9/25/2008,5240 W 34th St,Houston,Harris,TX,77092
JPMorgan Chase Bank,0,South Kempwood Dr Branch,6421,7/1/2002,9/25/2008,10243 S Kempwood Dr,Houston,Harris,TX,77043
JPMorgan Chase Bank,0,Burleson,6427,4/17/2006,9/25/2008,155 NW John Jones,Burleson,Johnson,TX,76028
JPMorgan Chase Bank,0,North Collins Branch,6432,12/8/2003,9/25/2008,2111 N Collins St,Arlington,Tarrant,TX,76011
JPMorgan Chase Bank,0,Arkansas Lane Branch,6433,12/15/2003,9/25/2008,2535 Arkansas Ln,Arlington,Tarrant,TX,76010
JPMorgan Chase Bank,0,Camp Bowie W and Normandale Branch,6436,2/17/2004,9/25/2008,9112 Camp Bowie W,Fort Worth,Tarrant,TX,76116
JPMorgan Chase Bank,0,South Mansfield Branch,6439,8/15/2005,9/25/2008,111 W Debbie Ln,Mansfield,Tarrant,TX,76063
JPMorgan Chase Bank,0,Saginaw Branch,6441,6/12/2006,9/25/2008,1429 N Saginaw Blvd,Saginaw,Tarrant,TX,76179
JPMorgan Chase Bank,0,Parmer Mcneil Branch,6446,3/13/2006,9/25/2008,6301 W Parmer Ln,Austin,Travis,TX,78729
JPMorgan Chase Bank,0,Greenlawn and Hwy 45 Branch,6460,5/6/2002,9/25/2008,3207 Greenlawn Blvd,Round Rock,Williamson,TX,78664
JPMorgan Chase Bank,0,Riverfront Plaza Branch,6462,12/19/2005,9/25/2008,500 S. River Street,Hackensack,Bergen,NJ,7601
JPMorgan Chase Bank,0,Paramus Branch,6466,1/4/2002,9/25/2008,312 Forest Avenue,Paramus,Bergen,NJ,7652
JPMorgan Chase Bank,0,New Milford - River Road Branch,6470,8/4/2003,9/25/2008,830 River Road,New Milford,Bergen,NJ,7646
JPMorgan Chase Bank,0,South Orange Branch,6475,12/13/2004,9/25/2008,18 S. Orange Avenue,South Orange,Essex,NJ,7079
JPMorgan Chase Bank,0,Newark - Broad & Fulton Branch,6479,6/27/2005,9/25/2008,570 Broad Street,Newark,Essex,NJ,7102
JPMorgan Chase Bank,0,Orange - Main Street Branch,6481,9/8/2003,9/25/2008,300 Main Street,Orange,Essex,NJ,7050
JPMorgan Chase Bank,0,Bergenline Branch,6485,6/27/2005,9/25/2008,4921 Bergenline Avenue,West New York,Hudson,NJ,7093
JPMorgan Chase Bank,0,Flemington Circle Branch,6486,5/17/2004,9/25/2008,"75 Reaville Avenue, Suite 2",Flemington,Hunterdon,NJ,8822
JPMorgan Chase Bank,0,George St and Church Branch,6487,7/1/2005,9/25/2008,390 George Street,New Brunswick,Middlesex,NJ,8901
JPMorgan Chase Bank,0,Jefferson Township Branch,6492,11/3/2003,9/25/2008,5742 Berkshire Valley Road,Oak Ridge,Morris,NJ,7438
JPMorgan Chase Bank,0,Lakewood Plaza Branch,6494,9/19/2005,9/25/2008,1700 Madison Avenue,Lakewood,Ocean,NJ,8701
JPMorgan Chase Bank,0,Passaic - Main Avenue Branch,6498,12/19/2005,9/25/2008,620 Main Avenue,Passaic,Passaic,NJ,7055
JPMorgan Chase Bank,0,Somerville Branch,6499,8/4/2003,9/25/2008,6 South Davenport Street,Somerville,Somerset,NJ,8876
JPMorgan Chase Bank,0,Chase Center Seattle Branch,6502,7/1/2007,9/25/2008,"1301 2nd Ave, Ste 100",Seattle,King,WA,98101
JPMorgan Chase Bank,0,South Lake Union Branch,6503,5/12/2008,9/25/2008,350 Westlake Ave N,Seattle,King,WA,98109
JPMorgan Chase Bank,0,Park North Branch,6504,11/19/2007,9/25/2008,510 NW Loop 410,San Antonio,Bexar,TX,78216
JPMorgan Chase Bank,0,Baseline and Boulder Branch,6509,7/10/2006,9/25/2008,7195 Boulder Avenue,Highland,San Bernardino,CA,92346
JPMorgan Chase Bank,0,Broadway and 7th Branch,6510,7/17/2006,9/25/2008,"707 Broadway, Suite 1",San Diego,San Diego,CA,92101
JPMorgan Chase Bank,0,Southern Blvd Branch,6511,7/24/2006,9/25/2008,1051 Westchester Avenue,Bronx,Bronx,NY,10459
JPMorgan Chase Bank,0,Riverpark Branch,6512,8/7/2006,9/25/2008,7892 North Blackstone Avenue,Fresno,Fresno,CA,93720
JPMorgan Chase Bank,0,Elk Grove Branch,6513,8/7/2006,9/25/2008,"5010 Elk Grove Boulevard, Suite 180",Elk Grove,Sacramento,CA,95758
JPMorgan Chase Bank,0,Buhre Avenue Branch,6521,8/28/2006,9/25/2008,3008 Buhre Avenue,Bronx,Bronx,NY,10461
JPMorgan Chase Bank,0,Third Avenue and 106th St Branch,6522,8/28/2006,9/25/2008,1924 Third Avenue,New York City,New York,NY,10029
JPMorgan Chase Bank,0,Mulpitas Branch,6523,9/5/2006,9/25/2008,37 North Milpitas Boulevard,Milpitas,Santa Clara,CA,95035
JPMorgan Chase Bank,0,West Alameda Ave Branch,6526,9/18/2006,9/25/2008,"1030 West Alameda Avenue, Suite D-13",Burbank,Los Angeles,CA,91506
JPMorgan Chase Bank,0,Turner Parkway Branch,6531,10/2/2006,9/25/2008,972a Admiral Callaghan Lane,Vallejo,Solano,CA,94591
JPMorgan Chase Bank,0,Chinatown Center Branch,6532,10/2/2006,9/25/2008,"10901 North Lamar Boulevard, Suite B-1",Austin,Travis,TX,78753
JPMorgan Chase Bank,0,West Bay Branch,6533,10/9/2006,9/25/2008,821 West Bay Dr,Largo,Pinellas,FL,33770
JPMorgan Chase Bank,0,Silver Creek Branch,6534,10/10/2006,9/25/2008,"1705 East Capitol Expressway, Suite 30",San Jose,Santa Clara,CA,95121
JPMorgan Chase Bank,0,South Sanford Branch,6536,10/16/2006,9/25/2008,3764 South Orlando Drive,Sanford,Seminole,FL,32773
JPMorgan Chase Bank,0,Bell Gardens Branch,6537,10/16/2006,9/25/2008,"7220 Eastern Avenue, Suite A",Bell Gardens,Los Angeles,CA,90201
JPMorgan Chase Bank,0,73rd Avenue Branch,6538,10/16/2006,9/25/2008,15617 73rd Avenue,Flushing,Queens,NY,11367
JPMorgan Chase Bank,0,Hillcroft Branch,6539,10/16/2006,9/25/2008,"6015 Hillcroft Street, Suite 400",Houston,Harris,TX,77081
JPMorgan Chase Bank,0,South Dobson Rd and Main Branch,6541,10/23/2006,9/25/2008,"28 South Dobson Road, Suite 101",Mesa,Maricopa,AZ,85202
JPMorgan Chase Bank,0,Stapley and Mckellips Branch,6542,10/30/2006,9/25/2008,"1863 North Stapley Drive, Suite 104",Mesa,Maricopa,AZ,85203
JPMorgan Chase Bank,0,Linden Branch,6543,10/30/2006,9/25/2008,18839 Linden Boulevard,Saint Albans,Queens,NY,11412
JPMorgan Chase Bank,0,Southbay Pavilion Branch,6544,10/30/2006,9/25/2008,20710 Avalon Boulevard,Carson,Los Angeles,CA,90746
JPMorgan Chase Bank,0,Malverne Branch,6545,7/31/2006,9/25/2008,368 Hempstead Avenue,Malverne,Nassau,NY,11565
JPMorgan Chase Bank,0,Eastern Parkway Branch,6547,11/13/2006,9/25/2008,391 Eastern Parkway,Brooklyn,Kings,NY,11216
JPMorgan Chase Bank,0,Coney Island Branch,6548,11/13/2006,9/25/2008,2500 Coney Island Avenue,Brooklyn,Kings,NY,11223
JPMorgan Chase Bank,0,LA Gran Branch,6549,11/13/2006,9/25/2008,"4200 Southwest Freeway (I-35w), Suite 1",Fort Worth,Tarrant,TX,76115
JPMorgan Chase Bank,0,West Harlem Branch,6551,11/13/2006,9/25/2008,350 West 125th Street,New York City,New York,NY,10027
JPMorgan Chase Bank,0,East Tremont Branch,6553,11/13/2006,9/25/2008,695 East Tremont Avenue,Bronx,Bronx,NY,10457
JPMorgan Chase Bank,0,White Plains Branch,6554,11/13/2006,9/25/2008,3514 White Plains Road,Bronx,Bronx,NY,10467
JPMorgan Chase Bank,0,Hoboken 14th St and Garden Branch,6555,11/20/2006,9/25/2008,200 14th Street,Hoboken,Hudson,NJ,7030
JPMorgan Chase Bank,0,Kirkland Branch,6557,11/20/2006,9/25/2008,215 Kirkland Avenue,Kirkland,King,WA,98033
JPMorgan Chase Bank,0,West El Camino Real & Showers Branch,6559,11/20/2006,9/25/2008,"2510 West El Camino Real, Suite-1",Mountain View,Santa Clara,CA,94040
JPMorgan Chase Bank,0,Winter Haven Branch,6562,12/11/2006,9/25/2008,"1350 6th Street, NW",Winter Haven,Polk,FL,33881
JPMorgan Chase Bank,0,Pompano Citi Centre Branch,6565,12/12/2006,9/25/2008,2285 North Federal Highway,Pompano Beach,Broward,FL,33062
JPMorgan Chase Bank,0,Milliken Ave and Foothill Branch,6567,12/18/2006,9/25/2008,8108 Milliken Avenue,Rancho Cucamonga,San Bernardino,CA,91730
JPMorgan Chase Bank,0,Englewood Plaza Branch,6569,12/18/2006,9/25/2008,6940a South Ashland Avenue,Chicago,Cook,IL,60636
JPMorgan Chase Bank,0,South Main Branch,6570,12/18/2006,9/25/2008,"8330 South Main Street, Suite 100",Houston,Harris,TX,77025
JPMorgan Chase Bank,0,Alondra Branch,6571,12/18/2006,9/25/2008,9054 Alondra Boulevard,Bellflower,Los Angeles,CA,90706
JPMorgan Chase Bank,0,Bellaire and Synott Branch,6574,12/18/2006,9/25/2008,13070 Bellaire Blvd,Houston,Harris,TX,77072
JPMorgan Chase Bank,0,Sunny Side Branch,6576,12/18/2006,9/25/2008,"9406 Cullen Boulevard, Suite M9b",Houston,Harris,TX,77051
JPMorgan Chase Bank,0,Saugus Branch,6580,12/18/2006,9/25/2008,26500 Bouquet Canyon Road,Saugus,Los Angeles,CA,91350
JPMorgan Chase Bank,0,W Ashlan Ave Branch,6581,12/18/2006,9/25/2008,"386 West Ashlan Avenue, Suite A",Clovis,Fresno,CA,93612
JPMorgan Chase Bank,0,Flamingo and I 215 Branch,6582,12/18/2006,9/25/2008,4125 S Grand Canyon D,Las Vegas,Clark,NV,89147
JPMorgan Chase Bank,0,Golden Rod Branch,6587,1/8/2007,9/25/2008,7336 Curry Ford Road,Orlando,Orange,FL,32822
JPMorgan Chase Bank,0,Rancho Mirage Branch,6588,1/24/2007,9/25/2008,"36101 Bobhope Drive, Suite G-1",Rancho Mirage,Riverside,CA,92270
JPMorgan Chase Bank,0,Chamblee Branch,6592,4/2/2007,9/25/2008,"1841 Chamblee Tucker Road, Suite 1-2",Chamblee,DeKalb,GA,30341
JPMorgan Chase Bank,0,Spencer and Shaver Branch,6593,4/9/2007,9/25/2008,2929 Shaver Street,Pasadena,Harris,TX,77502
JPMorgan Chase Bank,0,Oceanside Branch,6594,4/23/2007,9/25/2008,4147 Oceanside Boulevard,Oceanside,San Diego,CA,92056
JPMorgan Chase Bank,0,Antoine and Tidwell Branch,6595,5/7/2007,9/25/2008,5840 Antoine Drive,Houston,Harris,TX,77091
JPMorgan Chase Bank,0,Osceola Square Branch,6596,5/14/2007,9/25/2008,3711 West Vine Street,Kissimmee,Osceola,FL,34741
JPMorgan Chase Bank,0,Dongan Hills Branch,6598,5/21/2007,9/25/2008,1690 Hylan Boulevard,Staten Island,Richmond,NY,10305
JPMorgan Chase Bank,0,Emeryville Branch,6599,5/21/2007,9/25/2008,5747 Christie Avenue,Emeryville,Alameda,CA,94608
JPMorgan Chase Bank,0,Stony Point Rd Branch,6600,6/11/2007,9/25/2008,760 Stony Point Road,Santa Rosa,Sonoma,CA,95407
JPMorgan Chase Bank,0,West Country Club Branch,6601,6/25/2007,9/25/2008,"18600 Northwest 87th Avenue, Suite 2",Hialeah,Miami-Dade,FL,33015
JPMorgan Chase Bank,0,Sunnyvale Branch,6602,6/25/2007,9/25/2008,1234 West El Camino Real,Sunnyvale,Santa Clara,CA,94087
JPMorgan Chase Bank,0,Doral Plaza Branch,6603,7/1/2007,9/25/2008,9785 Northwest 41st Street,Miami,Miami-Dade,FL,33178
JPMorgan Chase Bank,0,Coleman Ave Branch,6604,7/1/2007,9/25/2008,"595 Coleman Avenue, Suite 10",San Jose,Santa Clara,CA,95110
JPMorgan Chase Bank,0,Piazza Carmel Branch,6613,7/1/2007,9/25/2008,"3830 Valley Centre Drive, Suite 707",San Diego,San Diego,CA,92130
JPMorgan Chase Bank,0,Oak Creek Irvine Branch,6614,7/1/2007,9/25/2008,5665 Alton Parkway,Irvine,Orange,CA,92618
JPMorgan Chase Bank,0,Riverside Branch,6615,7/1/2007,9/25/2008,"1299 University Avenue, Suite 105",Riverside,Riverside,CA,92507
JPMorgan Chase Bank,0,Coit and 121 Branch,6616,7/1/2007,9/25/2008,3720 State Highway 121,Plano,Collin,TX,75025
JPMorgan Chase Bank,0,Dana Point Branch,6618,7/9/2007,9/25/2008,5 Manarch Bay Plaza,Dana Point,Orange,CA,92629
JPMorgan Chase Bank,0,East Islip Branch,6619,7/9/2007,9/25/2008,"2650 Sunrise Highway, Unit 6",East Islip,Suffolk,NY,11730
JPMorgan Chase Bank,0,Cosumnes River Branch,6620,7/23/2007,9/25/2008,7301 West Stockton Boulevard,Sacramento,Sacramento,CA,95823
JPMorgan Chase Bank,0,Mall At 163rd Branch,6622,8/1/2007,9/25/2008,1201 Northeast 163rd Street,North Miami Beach,Miami-Dade,FL,33162
JPMorgan Chase Bank,0,Manor Road Branch,6623,8/6/2007,9/25/2008,754 Manor Road,Staten Island,Richmond,NY,10314
JPMorgan Chase Bank,0,Hillsdale Branch,6624,9/1/2007,9/25/2008,3590 South El Camino Real,San Mateo,San Mateo,CA,94403
JPMorgan Chase Bank,0,Falcon Ridge Branch,6626,9/7/2007,9/25/2008,15320 Summit Avenue,Fontana,San Bernardino,CA,92336
JPMorgan Chase Bank,0,Beltway 8 and Fort Bend Branch,6627,9/10/2007,9/25/2008,7414 South Sam Houston Parkway West,Houston,Harris,TX,77085
JPMorgan Chase Bank,0,Seaside Branch,6631,10/15/2007,9/25/2008,"800 Broadway Avenue, Suite A-2",Seaside,Monterey,CA,93955
